"","date","lineage","pred","obs"
"16228",2022-08-12,"Om:BA.4.6",0.0623689887739469,0.05498426023085
"16229",2022-08-12,"Om:BA.5",0.859721436077529,0.866736621196222
"16230",2022-08-12,"Om:BF.7",0.002800889253372,0.00377754459601259
"16231",2022-08-12,"Om:BN.1",6.10579746756643e-05,NA
"16232",2022-08-12,"Om:BQ.1",0.000777293906743699,NA
"16233",2022-08-12,"Om:BQ.1.1",0.000942972408699839,0.000629590766002099
"16234",2022-08-12,"Om:XBB",0.000103113357147368,0.000209863588667366
"16235",2022-08-12,"Other",NA,0.00209863588667366
"16236",2022-08-13,"Alpha",8.79946712118445e-34,NA
"16237",2022-08-13,"Beta",1.97834767975914e-45,NA
"16238",2022-08-13,"Delta",3.07158748077538e-16,0.000277161862527716
"16239",2022-08-13,"Om:BA.1",2.89605899672118e-11,NA
"16240",2022-08-13,"Om:BA.2",0.00232842923165012,0.00471175166297118
"16241",2022-08-13,"Om:BA.2.12.1",0.0103986066646799,0.0121951219512195
"16242",2022-08-13,"Om:BA.2.75",0.00238643730899634,0.00304878048780488
"16243",2022-08-13,"Om:BA.2.75.2",5.41272431557932e-05,NA
"16244",2022-08-13,"Om:BA.4",0.0547113573756153,0.0554323725055432
"16245",2022-08-13,"Om:BA.4.6",0.0633997794011468,0.0559866962305987
"16246",2022-08-13,"Om:BA.5",0.860764535819026,0.863359201773836
"16247",2022-08-13,"Om:BF.7",0.00299123439518473,0.00332594235033259
"16248",2022-08-13,"Om:BN.1",6.23448087943533e-05,NA
"16249",2022-08-13,"Om:BQ.1",0.000835528047708774,NA
"16250",2022-08-13,"Om:BQ.1.1",0.00101193066510886,NA
"16251",2022-08-13,"Om:XBB",0.000106822906284349,NA
"16252",2022-08-13,"Other",NA,0.0016629711751663
"16253",2022-08-14,"Alpha",6.67897594219799e-34,NA
"16254",2022-08-14,"Beta",1.3851899254768e-45,NA
"16255",2022-08-14,"Delta",2.56000804462083e-16,NA
"16256",2022-08-14,"Om:BA.1",2.33055342583924e-11,NA
"16257",2022-08-14,"Om:BA.2",0.00216943954608623,0.00452898550724638
"16258",2022-08-14,"Om:BA.2.12.1",0.00962162858146517,0.008756038647343
"16259",2022-08-14,"Om:BA.2.75",0.00249788448847851,0.00422705314009662
"16260",2022-08-14,"Om:BA.2.75.2",5.45532993565808e-05,NA
"16261",2022-08-14,"Om:BA.4",0.053240715153319,0.0516304347826087
"16262",2022-08-14,"Om:BA.4.6",0.0644174232629585,0.0597826086956522
"16263",2022-08-14,"Om:BA.5",0.861687679650991,0.866545893719807
"16264",2022-08-14,"Om:BF.7",0.00319197899404627,0.00271739130434783
"16265",2022-08-14,"Om:BN.1",6.37016186177327e-05,NA
"16266",2022-08-14,"Om:BQ.1",0.000897814235801365,NA
"16267",2022-08-14,"Om:BQ.1.1",0.00108573798100166,0.000603864734299517
"16268",2022-08-14,"Om:XBB",0.000110754752783399,NA
"16269",2022-08-14,"Other",NA,0.00120772946859903
"16270",2022-08-15,"Alpha",5.07227918252726e-34,NA
"16271",2022-08-15,"Beta",9.70341704059018e-46,NA
"16272",2022-08-15,"Delta",2.13480540305411e-16,NA
"16273",2022-08-15,"Om:BA.1",1.87568081590421e-11,0.000173100225030293
"16274",2022-08-15,"Om:BA.2",0.00202197264598134,0.00380820495066644
"16275",2022-08-15,"Om:BA.2.12.1",0.0089024731921005,0.00848191102648433
"16276",2022-08-15,"Om:BA.2.75",0.00261382269884552,0.00380820495066644
"16277",2022-08-15,"Om:BA.2.75.2",5.50133221682228e-05,NA
"16278",2022-08-15,"Om:BA.4",0.0518032169539922,0.0495066643586637
"16279",2022-08-15,"Om:BA.4.6",0.0654213186180659,0.0619698805608447
"16280",2022-08-15,"Om:BA.5",0.862495961602139,0.86411632335122
"16281",2022-08-15,"Om:BF.7",0.00340352916082515,0.00380820495066644
"16282",2022-08-15,"Om:BN.1",6.51318064712586e-05,NA
"16283",2022-08-15,"Om:BQ.1",0.000964417379423973,0.000346200450060585
"16284",2022-08-15,"Om:BQ.1.1",0.00116472845380794,0.000865501125151463
"16285",2022-08-15,"Om:XBB",0.000114923458804326,NA
"16286",2022-08-15,"Other",NA,0.00311580405054527
"16287",2022-08-16,"Alpha",3.85422048542111e-34,NA
"16288",2022-08-16,"Beta",6.80063292340495e-46,NA
"16289",2022-08-16,"Delta",1.7812060396191e-16,NA
"16290",2022-08-16,"Om:BA.1",1.50976302274574e-11,0.000405844155844156
"16291",2022-08-16,"Om:BA.2",0.00188515595543863,0.00263798701298701
"16292",2022-08-16,"Om:BA.2.12.1",0.00823689636202475,0.00750811688311688
"16293",2022-08-16,"Om:BA.2.75",0.00273441432185487,0.00405844155844156
"16294",2022-08-16,"Om:BA.2.75.2",5.55081580837508e-05,0.000202922077922078
"16295",2022-08-16,"Om:BA.4",0.050398607275378,0.0434253246753247
"16296",2022-08-16,"Om:BA.4.6",0.0664108649104555,0.0541801948051948
"16297",2022-08-16,"Om:BA.5",0.863194088406042,0.882711038961039
"16298",2022-08-16,"Om:BF.7",0.00362629702199596,0.00223214285714286
"16299",2022-08-16,"Om:BN.1",6.66389668369446e-05,NA
"16300",2022-08-16,"Om:BQ.1",0.00103561856897962,0.000405844155844156
"16301",2022-08-16,"Om:BQ.1.1",0.00124925866560404,NA
"16302",2022-08-16,"Om:XBB",0.000119344641155697,NA
"16303",2022-08-16,"Other",NA,0.00223214285714286
"16304",2022-08-17,"Alpha",2.93028762973902e-34,NA
"16305",2022-08-17,"Beta",4.76852005764741e-46,NA
"16306",2022-08-17,"Delta",1.48699357186792e-16,NA
"16307",2022-08-17,"Om:BA.1",1.21537458246005e-11,0.000207511931936086
"16308",2022-08-17,"Om:BA.2",0.00175818444005584,0.00332019091097738
"16309",2022-08-17,"Om:BA.2.12.1",0.00762095406321161,0.00560282216227433
"16310",2022-08-17,"Om:BA.2.75",0.00285982650692996,0.00373521477484955
"16311",2022-08-17,"Om:BA.2.75.2",5.6038692696738e-05,NA
"16312",2022-08-17,"Om:BA.4",0.0490265774616687,0.0450300892301307
"16313",2022-08-17,"Om:BA.4.6",0.0673854629917021,0.0614235318530816
"16314",2022-08-17,"Om:BA.5",0.863786395736402,0.872587673791243
"16315",2022-08-17,"Om:BF.7",0.00386070016209293,0.00435775057065781
"16316",2022-08-17,"Om:BN.1",6.822689934887e-05,NA
"16317",2022-08-17,"Om:BQ.1",0.0011117159757457,0.000415023863872173
"16318",2022-08-17,"Om:BQ.1.1",0.00133970913821843,NA
"16319",2022-08-17,"Om:XBB",0.000124035055173497,NA
"16320",2022-08-17,"Other",NA,0.00332019091097738
"16321",2022-08-18,"Alpha",2.22907246979029e-34,NA
"16322",2022-08-18,"Beta",3.34524332274508e-46,NA
"16323",2022-08-18,"Delta",1.24206135115878e-16,NA
"16324",2022-08-18,"Om:BA.1",9.78507975475047e-12,0.000225326723749437
"16325",2022-08-18,"Om:BA.2",0.00164031542464195,0.00270392068499324
"16326",2022-08-18,"Om:BA.2.12.1",0.00705098304675061,0.00878774222622803
"16327",2022-08-18,"Om:BA.2.75",0.00299023122811406,0.00405588102748986
"16328",2022-08-18,"Om:BA.2.75.2",5.66058536070122e-05,NA
"16329",2022-08-18,"Om:BA.4",0.0476867723235928,0.0450653447498873
"16330",2022-08-18,"Om:BA.4.6",0.0683445153580856,0.0664713835060838
"16331",2022-08-18,"Om:BA.5",0.864276863669995,0.863677332131591
"16332",2022-08-18,"Om:BF.7",0.00410716101686301,0.00518251464623704
"16333",2022-08-18,"Om:BN.1",6.98996224412293e-05,NA
"16334",2022-08-18,"Om:BQ.1",0.00119302579292711,0.000225326723749437
"16335",2022-08-18,"Om:BQ.1.1",0.00143648587612438,NA
"16336",2022-08-18,"Om:XBB",0.000129012685295802,NA
"16337",2022-08-18,"Other",NA,0.00360522757999099
"16338",2022-08-19,"Alpha",1.69659475364718e-34,NA
"16339",2022-08-19,"Beta",2.34791089099736e-46,NA
"16340",2022-08-19,"Delta",1.03804407597481e-16,NA
"16341",2022-08-19,"Om:BA.1",7.87902698969701e-12,0.000218388294387421
"16342",2022-08-19,"Om:BA.2",0.00153086378327684,0.00196549464948679
"16343",2022-08-19,"Om:BA.2.12.1",0.00652358245838268,0.00677003712601005
"16344",2022-08-19,"Om:BA.2.75",0.00312580533444999,0.00589648394846036
"16345",2022-08-19,"Om:BA.2.75.2",5.72106132482455e-05,NA
"16346",2022-08-19,"Om:BA.4",0.0463787961567326,0.0469534832932955
"16347",2022-08-19,"Om:BA.4.6",0.0692874263961199,0.0644245468442892
"16348",2022-08-19,"Om:BA.5",0.864669131334218,0.863507316007862
"16349",2022-08-19,"Om:BF.7",0.00436610621542116,0.00545970735968552
"16350",2022-08-19,"Om:BN.1",7.16613876994601e-05,NA
"16351",2022-08-19,"Om:BQ.1",0.00127988322002343,0.000873553177549683
"16352",2022-08-19,"Om:BQ.1.1",0.00154002200157624,NA
"16353",2022-08-19,"Om:XBB",0.000134296842901162,NA
"16354",2022-08-19,"Other",NA,0.00393098929897358
"16355",2022-08-20,"Alpha",1.2920270806237e-34,NA
"16356",2022-08-20,"Beta",1.64871315308427e-46,NA
"16357",2022-08-20,"Delta",8.68014357120291e-17,NA
"16358",2022-08-20,"Om:BA.1",6.34506043190794e-12,NA
"16359",2022-08-20,"Om:BA.2",0.00142919748030327,0.00120192307692308
"16360",2022-08-20,"Om:BA.2.12.1",0.00603559640162155,0.00691105769230769
"16361",2022-08-20,"Om:BA.2.75",0.00326673059274799,0.00691105769230769
"16362",2022-08-20,"Om:BA.2.75.2",5.78539916499178e-05,NA
"16363",2022-08-20,"Om:BA.4",0.0451022182045148,0.0333533653846154
"16364",2022-08-20,"Om:BA.4.6",0.0702136026313086,0.0673076923076923
"16365",2022-08-20,"Om:BA.5",0.864966510710399,0.873497596153846
"16366",2022-08-20,"Om:BF.7",0.00463796586970965,0.00480769230769231
"16367",2022-08-20,"Om:BN.1",7.35166949664314e-05,NA
"16368",2022-08-20,"Om:BQ.1",0.00137264349157737,0.000901442307692308
"16369",2022-08-20,"Om:BQ.1.1",0.0016507794865752,NA
"16370",2022-08-20,"Om:XBB",0.000139908272024086,NA
"16371",2022-08-20,"Other",NA,0.00510817307692308
"16372",2022-08-21,"Alpha",9.84473595286131e-35,NA
"16373",2022-08-21,"Beta",1.15829133829147e-46,NA
"16374",2022-08-21,"Delta",7.26232689724457e-17,NA
"16375",2022-08-21,"Om:BA.1",5.11039742430954e-12,0.000575705238917674
"16376",2022-08-21,"Om:BA.2",0.00133473344104547,0.0023028209556707
"16377",2022-08-21,"Om:BA.2.12.1",0.00558409744215871,0.0054691997697179
"16378",2022-08-21,"Om:BA.2.75",0.0034131937216074,0.00489349453080023
"16379",2022-08-21,"Om:BA.2.75.2",5.85370591447316e-05,NA
"16380",2022-08-21,"Om:BA.4",0.0438565776094392,0.0463442717328728
"16381",2022-08-21,"Om:BA.4.6",0.0711224529747917,0.0647668393782383
"16382",2022-08-21,"Om:BA.5",0.865171999577939,0.867299942429476
"16383",2022-08-21,"Om:BF.7",0.00492317280948962,0.00575705238917674
"16384",2022-08-21,"Om:BN.1",7.54703082572183e-05,NA
"16385",2022-08-21,"Om:BQ.1",0.00147168295126193,0.000287852619458837
"16386",2022-08-21,"Om:BQ.1.1",0.00176925098633534,0.000287852619458837
"16387",2022-08-21,"Om:XBB",0.000145869263610592,NA
"16388",2022-08-21,"Other",NA,0.00201496833621186
"16389",2022-08-22,"Alpha",7.50541503826945e-35,NA
"16390",2022-08-22,"Beta",8.14140162534349e-47,NA
"16391",2022-08-22,"Delta",6.07941351781967e-17,NA
"16392",2022-08-22,"Om:BA.1",4.11651725657258e-12,0.00016739203213927
"16393",2022-08-22,"Om:BA.2",0.00124693373148916,0.00150652828925343
"16394",2022-08-22,"Om:BA.2.12.1",0.00516637103858518,0.00552393706059592
"16395",2022-08-22,"Om:BA.2.75",0.00356538641546022,0.00585872112487446
"16396",2022-08-22,"Om:BA.2.75.2",5.92609390312579e-05,0.00016739203213927
"16397",2022-08-22,"Om:BA.4",0.0426413878939911,0.0405088717777034
"16398",2022-08-22,"Om:BA.4.6",0.0720133889636064,0.0677937730164044
"16399",2022-08-22,"Om:BA.5",0.865288293593706,0.870103783059926
"16400",2022-08-22,"Om:BF.7",0.005222161761061,0.00418480080348175
"16401",2022-08-22,"Om:BN.1",7.75272725376417e-05,NA
"16402",2022-08-22,"Om:BQ.1",0.00157740017214384,0.00133913625711416
"16403",2022-08-22,"Om:BQ.1.1",0.00189596177901167,NA
"16404",2022-08-22,"Om:XBB",0.000152203779030395,NA
"16405",2022-08-22,"Other",NA,0.00284566454636759
"16406",2022-08-23,"Alpha",5.72509376012209e-35,NA
"16407",2022-08-23,"Beta",5.72517156251957e-47,NA
"16408",2022-08-23,"Delta",5.09194443072809e-17,NA
"16409",2022-08-23,"Om:BA.1",3.31636260897798e-12,0.000664893617021277
"16410",2022-08-23,"Om:BA.2",0.00116530202676388,0.00398936170212766
"16411",2022-08-23,"Om:BA.2.12.1",0.00477990087759931,0.0048758865248227
"16412",2022-08-23,"Om:BA.2.75",0.00372350535728721,0.00421099290780142
"16413",2022-08-23,"Om:BA.2.75.2",6.00268101996909e-05,NA
"16414",2022-08-23,"Om:BA.4",0.0414561410097914,0.0436613475177305
"16415",2022-08-23,"Om:BA.4.6",0.0728858249906791,0.0667109929078014
"16416",2022-08-23,"Om:BA.5",0.865317797510068,0.865913120567376
"16417",2022-08-23,"Om:BF.7",0.00553536846788245,0.00687056737588653
"16418",2022-08-23,"Om:BN.1",7.96929314225752e-05,NA
"16419",2022-08-23,"Om:BQ.1",0.00169021712381202,0.000221631205673759
"16420",2022-08-23,"Om:BQ.1.1",0.00203147181651226,NA
"16421",2022-08-23,"Om:XBB",0.000158937583618011,NA
"16422",2022-08-23,"Other",NA,0.00288120567375887
"16423",2022-08-24,"Alpha",4.36944879465312e-35,NA
"16424",2022-08-24,"Beta",4.02795789564638e-47,NA
"16425",2022-08-24,"Delta",4.26717668351382e-17,NA
"16426",2022-08-24,"Om:BA.1",2.67209062321587e-12,0.000754906894816306
"16427",2022-08-24,"Om:BA.2",0.00108938034902231,0.00251635631605435
"16428",2022-08-24,"Om:BA.2.12.1",0.00442235508666225,0.00377453447408153
"16429",2022-08-24,"Om:BA.2.75",0.00388775221855841,0.00528434826371414
"16430",2022-08-24,"Om:BA.2.75.2",6.08359097278423e-05,0.000251635631605435
"16431",2022-08-24,"Om:BA.4",0.0403003109913563,0.0342224458983392
"16432",2022-08-24,"Om:BA.4.6",0.0737391785211144,0.069954705586311
"16433",2022-08-24,"Om:BA.5",0.865262635541345,0.874182184197282
"16434",2022-08-24,"Om:BF.7",0.00586322875119104,0.00553598389531958
"16435",2022-08-24,"Om:BN.1",8.19729458523878e-05,NA
"16436",2022-08-24,"Om:BQ.1",0.00181058038688458,0.000503271263210871
"16437",2022-08-24,"Om:BQ.1.1",0.00217637789124363,0.000251635631605435
"16438",2022-08-24,"Om:XBB",0.000166098391078634,NA
"16439",2022-08-24,"Other",NA,0.00276799194765979
"16440",2022-08-25,"Alpha",3.33661138454518e-35,NA
"16441",2022-08-25,"Beta",2.83522426651056e-47,NA
"16442",2022-08-25,"Delta",3.57792609303911e-17,0.000257931390250193
"16443",2022-08-25,"Om:BA.1",2.15326563659917e-12,0.000257931390250193
"16444",2022-08-25,"Om:BA.2",0.0010187460561256,0.0038689708537529
"16445",2022-08-25,"Om:BA.2.12.1",0.00409157329309249,0.00541655919525406
"16446",2022-08-25,"Om:BA.2.75",0.00405833364479706,0.00980139282950735
"16447",2022-08-25,"Om:BA.2.75.2",6.16895354520754e-05,0.000257931390250193
"16448",2022-08-25,"Om:BA.4",0.0391733572478618,0.0381738457570286
"16449",2022-08-25,"Om:BA.4.6",0.0745728702918454,0.0701573381480526
"16450",2022-08-25,"Om:BA.5",0.86512466089446,0.859685323703895
"16451",2022-08-25,"Om:BF.7",0.00620617750867127,0.00593242197575445
"16452",2022-08-25,"Om:BN.1",8.43733138059653e-05,NA
"16453",2022-08-25,"Om:BQ.1",0.0019389624151939,0.00128965695125097
"16454",2022-08-25,"Om:BQ.1.1",0.00233131592363994,0.00077379417075058
"16455",2022-08-25,"Om:XBB",0.000173716019657685,NA
"16456",2022-08-25,"Other",NA,0.0041269022440031
"16457",2022-08-26,"Alpha",2.54928353781466e-35,NA
"16458",2022-08-26,"Beta",1.99661732361938e-47,NA
"16459",2022-08-26,"Delta",3.00161165853046e-17,NA
"16460",2022-08-26,"Om:BA.1",1.7354068074967e-12,NA
"16461",2022-08-26,"Om:BA.2",0.000953009063452863,0.0018018018018018
"16462",2022-08-26,"Om:BA.2.12.1",0.00378555449584412,0.00495495495495495
"16463",2022-08-26,"Om:BA.2.75",0.00423546122505441,0.00765765765765766
"16464",2022-08-26,"Om:BA.2.75.2",6.25890485172157e-05,0.000675675675675676
"16465",2022-08-26,"Om:BA.4",0.0380747275244218,0.0376126126126126
"16466",2022-08-26,"Om:BA.4.6",0.0753863244921871,0.0772522522522523
"16467",2022-08-26,"Om:BA.5",0.86490546448316,0.858333333333333
"16468",2022-08-26,"Om:BF.7",0.00656464764917299,0.00675675675675676
"16469",2022-08-26,"Om:BN.1",8.69003911110663e-05,NA
"16470",2022-08-26,"Om:BQ.1",0.00207586284570417,0.000225225225225225
"16471",2022-08-26,"Om:BQ.1.1",0.00249696337529721,NA
"16472",2022-08-26,"Om:XBB",0.000181822561045746,NA
"16473",2022-08-26,"Other",NA,0.00472972972972973
"16474",2022-08-27,"Alpha",1.94877938624571e-35,NA
"16475",2022-08-27,"Beta",1.40671422978527e-47,NA
"16476",2022-08-27,"Delta",2.51946615696081e-17,NA
"16477",2022-08-27,"Om:BA.1",1.39882089982538e-12,0.000246974561620153
"16478",2022-08-27,"Om:BA.2",0.000891809282065184,0.00172882193134107
"16479",2022-08-27,"Om:BA.2.12.1",0.00350244571428925,0.00271672017782168
"16480",2022-08-27,"Om:BA.2.75",0.00441935144342259,0.00444554210916276
"16481",2022-08-27,"Om:BA.2.75.2",6.35358759071664e-05,NA
"16482",2022-08-27,"Om:BA.4",0.0370038605616383,0.0390219807359842
"16483",2022-08-27,"Om:BA.4.6",0.0761789689231913,0.0827364781427513
"16484",2022-08-27,"Om:BA.5",0.864606382849118,0.857989627068412
"16485",2022-08-27,"Om:BF.7",0.0069390689614039,0.00691528772536429
"16486",2022-08-27,"Om:BN.1",8.9560913412791e-05,NA
"16487",2022-08-27,"Om:BQ.1",0.00222180985593345,0.000740923684860459
"16488",2022-08-27,"Om:BQ.1.1",0.00267404179243296,NA
"16489",2022-08-27,"Om:XBB",0.000190452563063799,0.000246974561620153
"16490",2022-08-27,"Other",NA,0.00321066930106199
"16491",2022-08-28,"Alpha",1.49051921720373e-35,NA
"16492",2022-08-28,"Beta",9.91560289002839e-48,NA
"16493",2022-08-28,"Delta",2.11588371708376e-17,NA
"16494",2022-08-28,"Om:BA.1",1.12766419358806e-12,0.000862812769628991
"16495",2022-08-28,"Om:BA.2",0.000834814257405257,0.00172562553925798
"16496",2022-08-28,"Om:BA.2.12.1",0.00324053137724139,0.00431406384814495
"16497",2022-08-28,"Om:BA.2.75",0.00461022561055808,0.00690250215703192
"16498",2022-08-28,"Om:BA.2.75.2",6.45315129568655e-05,0.000287604256542997
"16499",2022-08-28,"Om:BA.4",0.035960188480246,0.0339373022720736
"16500",2022-08-28,"Om:BA.4.6",0.0769502351342321,0.0802415875754961
"16501",2022-08-28,"Om:BA.5",0.864228505315339,0.861949956859361
"16502",2022-08-28,"Om:BF.7",0.0073298669144653,0.00517687661777394
"16503",2022-08-28,"Om:BN.1",9.23620193625041e-05,NA
"16504",2022-08-28,"Om:BQ.1",0.00237736156831154,0.000287604256542997
"16505",2022-08-28,"Om:BQ.1.1",0.00286331948427567,0.000575208513085994
"16506",2022-08-28,"Om:XBB",0.00019964322725542,NA
"16507",2022-08-28,"Other",NA,0.00373885533505896
"16508",2022-08-29,"Alpha",1.14062021419476e-35,NA
"16509",2022-08-29,"Beta",6.99250859786274e-48,NA
"16510",2022-08-29,"Delta",1.7778803475086e-17,NA
"16511",2022-08-29,"Om:BA.1",9.09188499607062e-13,0.000523194977328218
"16512",2022-08-29,"Om:BA.2",0.000781716993647974,0.00296477153819323
"16513",2022-08-29,"Om:BA.2.12.1",0.00299822341494031,0.00348796651552145
"16514",2022-08-29,"Om:BA.2.75",0.00480830977302893,0.00627833972793861
"16515",2022-08-29,"Om:BA.2.75.2",6.55775258441208e-05,0.00069759330310429
"16516",2022-08-29,"Om:BA.4",0.0349431389154754,0.0348796651552145
"16517",2022-08-29,"Om:BA.4.6",0.0776995585355734,0.0753400767352633
"16518",2022-08-29,"Om:BA.5",0.863772680399466,0.860306941053366
"16519",2022-08-29,"Om:BF.7",0.00773746138803052,0.00837111963725148
"16520",2022-08-29,"Om:BN.1",9.53112750895411e-05,NA
"16521",2022-08-29,"Om:BQ.1",0.00254310750053169,0.00104638995465644
"16522",2022-08-29,"Om:BQ.1.1",0.00306561434077243,0.000348796651552145
"16523",2022-08-29,"Om:XBB",0.000209434622596982,NA
"16524",2022-08-29,"Other",NA,0.00575514475061039
"16525",2022-08-30,"Alpha",8.73315595981892e-36,NA
"16526",2022-08-30,"Beta",4.93339447735345e-48,NA
"16527",2022-08-30,"Delta",1.49464764788366e-17,NA
"16528",2022-08-30,"Om:BA.1",7.33135105875994e-13,0.000224971878515186
"16529",2022-08-30,"Om:BA.2",0.000732233949744338,0.00224971878515186
"16530",2022-08-30,"Om:BA.2.12.1",0.00277405201674154,0.00269966254218223
"16531",2022-08-30,"Om:BA.2.75",0.00501383459810628,0.00562429696287964
"16532",2022-08-30,"Om:BA.2.75.2",6.66755540582552e-05,0.000224971878515186
"16533",2022-08-30,"Om:BA.4",0.0339521369237592,0.040044994375703
"16534",2022-08-30,"Om:BA.4.6",0.0784263784858751,0.0780652418447694
"16535",2022-08-30,"Om:BA.5",0.863239521516335,0.85511811023622
"16536",2022-08-30,"Om:BF.7",0.0081622653298796,0.00877390326209224
"16537",2022-08-30,"Om:BN.1",9.84167000184726e-05,NA
"16538",2022-08-30,"Om:BQ.1",0.00271967006050415,0.000449943757030371
"16539",2022-08-30,"Om:BQ.1.1",0.00328179679374786,0.000449943757030371
"16540",2022-08-30,"Om:XBB",0.000219869916628228,NA
"16541",2022-08-30,"Other",NA,0.00607424071991001
"16542",2022-08-31,"Alpha",6.68999813377147e-36,NA
"16543",2022-08-31,"Beta",3.48221686183384e-48,NA
"16544",2022-08-31,"Delta",1.25718342677406e-17,NA
"16545",2022-08-31,"Om:BA.1",5.9124759385512e-13,NA
"16546",2022-08-31,"Om:BA.2",0.000686103194107127,0.00131682907558599
"16547",2022-08-31,"Om:BA.2.12.1",0.00256665701766538,0.00316038978140637
"16548",2022-08-31,"Om:BA.2.75",0.00522703523144985,0.00737424282328154
"16549",2022-08-31,"Om:BA.2.75.2",6.78273128406572e-05,0.000263365815117198
"16550",2022-08-31,"Om:BA.4",0.0329866066827364,0.0358177508559389
"16551",2022-08-31,"Om:BA.4.6",0.0791301383544391,0.0900711087700816
"16552",2022-08-31,"Om:BA.5",0.862629411999573,0.851725046089018
"16553",2022-08-31,"Om:BF.7",0.0086046833384542,0.00658414537792994
"16554",2022-08-31,"Om:BN.1",0.000101686794094511,NA
"16555",2022-08-31,"Om:BQ.1",0.00290770608403358,NA
"16556",2022-08-31,"Om:BQ.1.1",0.00351279292529185,NA
"16557",2022-08-31,"Om:XBB",0.000230995625401803,NA
"16558",2022-08-31,"Other",NA,0.00368712141164077
"16559",2022-09-01,"Alpha",5.12747135224087e-36,NA
"16560",2022-09-01,"Beta",2.45901390059032e-48,NA
"16561",2022-09-01,"Delta",1.05798582151504e-17,NA
"16562",2022-09-01,"Om:BA.1",4.7688017646042e-13,0.000559284116331096
"16563",2022-09-01,"Om:BA.2",0.000643082705755165,0.00335570469798658
"16564",2022-09-01,"Om:BA.2.12.1",0.00237477987767882,0.00279642058165548
"16565",2022-09-01,"Om:BA.2.75",0.00544815112490844,0.00727069351230425
"16566",2022-09-01,"Om:BA.2.75.2",6.90345955901441e-05,0.000838926174496644
"16567",2022-09-01,"Om:BA.4",0.0320459730035081,0.037751677852349
"16568",2022-09-01,"Om:BA.4.6",0.0798102855577631,0.0838926174496644
"16569",2022-09-01,"Om:BA.5",0.861942509473942,0.850391498881432
"16570",2022-09-01,"Om:BF.7",0.00906511016800776,0.00671140939597315
"16571",2022-09-01,"Om:BN.1",0.000105130566478847,NA
"16572",2022-09-01,"Om:BQ.1",0.00310790841275157,0.00111856823266219
"16573",2022-09-01,"Om:BQ.1.1",0.00375958772670477,0.000279642058165548
"16574",2022-09-01,"Om:XBB",0.000242861883751969,NA
"16575",2022-09-01,"Other",NA,0.00503355704697987
"16576",2022-09-02,"Alpha",3.9318837455275e-36,NA
"16577",2022-09-02,"Beta",1.7372378864325e-48,NA
"16578",2022-09-02,"Delta",8.90799875939172e-18,0.000308928019771393
"16579",2022-09-02,"Om:BA.1",3.84682799711594e-13,0.000308928019771393
"16580",2022-09-02,"Om:BA.2",0.000602948810575727,0.00092678405931418
"16581",2022-09-02,"Om:BA.2.12.1",0.00219725621857079,0.00185356811862836
"16582",2022-09-02,"Om:BA.2.75",0.00567742583148186,0.00401606425702811
"16583",2022-09-02,"Om:BA.2.75.2",7.02992762241653e-05,NA
"16584",2022-09-02,"Om:BA.4",0.0311296626728643,0.0318195860364535
"16585",2022-09-02,"Om:BA.4.6",0.0804662715708661,0.0837194933580476
"16586",2022-09-02,"Om:BA.5",0.861178749609942,0.860982391102873
"16587",2022-09-02,"Om:BF.7",0.00954392915386449,0.00710534445474204
"16588",2022-09-02,"Om:BN.1",0.000108757565774531,NA
"16589",2022-09-02,"Om:BQ.1",0.00332100750921211,0.00185356811862836
"16590",2022-09-02,"Om:BQ.1.1",0.00402322851078743,0.00123571207908557
"16591",2022-09-02,"Om:XBB",0.000255522737490208,0.000308928019771393
"16592",2022-09-02,"Other",NA,0.00556070435588508
"16593",2022-09-03,"Alpha",3.01658708737363e-36,NA
"16594",2022-09-03,"Beta",1.22785916920326e-48,NA
"16595",2022-09-03,"Delta",7.50407473008799e-18,NA
"16596",2022-09-03,"Om:BA.1",3.10347937594523e-13,NA
"16597",2022-09-03,"Om:BA.2",0.000565494742159589,0.000345661942620118
"16598",2022-09-03,"Om:BA.2.12.1",0.00203300888442771,0.00380228136882129
"16599",2022-09-03,"Om:BA.2.75",0.00591510676421493,0.00656757690978223
"16600",2022-09-03,"Om:BA.2.75.2",7.16233114843292e-05,NA
"16601",2022-09-03,"Om:BA.4",0.0302371056413284,0.0356031800898721
"16602",2022-09-03,"Om:BA.4.6",0.0810975519138728,0.0964396819910128
"16603",2022-09-03,"Om:BA.5",0.860337849293762,0.840995506394746
"16604",2022-09-03,"Om:BF.7",0.010041510555236,0.00967853439336329
"16605",2022-09-03,"Om:BN.1",0.000112577911841367,NA
"16606",2022-09-03,"Om:BQ.1",0.0035477731053134,0.000345661942620118
"16607",2022-09-03,"Om:BQ.1.1",0.00430482847957765,0.00103698582786035
"16608",2022-09-03,"Om:XBB",0.00026903645924778,NA
"16609",2022-09-03,"Other",NA,0.00518492913930176
"16610",2022-09-04,"Alpha",2.31550814419279e-36,NA
"16611",2022-09-04,"Beta",8.68213388654331e-49,NA
"16612",2022-09-04,"Delta",6.32453116150801e-18,NA
"16613",2022-09-04,"Om:BA.1",2.50406972029413e-13,NA
"16614",2022-09-04,"Om:BA.2",0.0005305293174285,0.00125549278091651
"16615",2022-09-04,"Om:BA.2.12.1",0.00188104149301819,0.00376647834274953
"16616",2022-09-04,"Om:BA.2.75",0.0061614449156169,0.00784682988072819
